code,name,1950-07,1951-07,1952-07,1953-07,1954-07,1955-07,1956-07,1957-07,1958-07,1959-07,1960-07,1961-07,1962-07,1963-07,1964-07,1965-07,1966-07,1967-07,1968-07,1969-07,1970-07,1971-07,1972-07,1973-07,1974-07,1975-07,1976-07,1977-07,1978-07,1979-07,1980-07,1981-07,1982-07,1983-07,1984-07,1985-07,1986-07,1987-07,1988-07,1989-07,1990-07,1991-07,1992-07,1993-07,1994-07,1995-07,1996-07,1997-07,1998-07,1999-07,2000-07,2001-07,2002-07,2003-07,2004-07,2005-07,2006-07,2007-07,2008-07,2009-07,2010-07,2011-07,2012-07,2013-07,2014-07,2015-07,2016-07,2017-07,2018-07,2019-07,2020-07,2021-07,2022-07
KOR,Republic of Korea,11.41,11.7,11.64,11.64,11.87,11.84,10.53,10.94,11.88,12.38,12.23,12.5,11.71,11.08,12.27,11.35,11.6,11.58,11.58,11.02,11.28,11.49,11.76,11.98,10.96,12.21,11.27,12.06,12.48,12.22,10.81,11.1,12.08,11.93,11.31,11.63,11.1,11.86,11.78,12.56,12.78,11.93,12.16,11.6,13.07,11.85,11.72,12.35,13.21,12.59,12.2,12.45,12.36,12.23,13.01,12.04,12.67,12.95,12.69,12.68,12.31,12.02,11.95,12.55,12.81,13.16,13.33,12.78,12.7,13.21,12.93,13.3,12.91
